,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
87,CCIF,-0.2529,15.3682,20.57143,0.06,-22.18,19,Morningstar US CEF Senior Loans,25,Carlyle Global Credit Inv Mgmt,True,3.5,-1.1400000000000001,4.79,2026-01-30T00:00:00,92535C104,Carlyle Credit Income Ord,2026-03-02,XCCIFX,Fixed Income - Taxable-Senior Loans,42.58,74.195,,Monthly,0.33441,0.06,8.65,11.444,,,11.36,,172.96,True,False,False,False,True,False,,-9.05,-17.78,-5.31,-8.14,-5.43,-24.33,,,-45.0,1728310,,,59.2999,,,,5.71159,-7.3918,-2.36,-1.5899999999999999,-2.23,2026-03-02T00:00:00,2011-12-30T00:00:00,12/30/2011,1325203200,2026-02-17T00:00:00
88,IGR,0.0183,14.66395,14.4,0.06,9.61,7,Morningstar US CEF Real Estate,26,CBRE Investment Management Listed Real Assets LLC,True,5.0,0.03,4.91,2026-03-02T00:00:00,12504G100,CBRE Global Real Estate Income,2026-03-02,XIGRX,Equity-Real Estate,32.42,749.846,,Monthly,0.06553,0.06,15.0,,,,3.88,,1089.636,True,True,True,False,True,False,,4.5600000000000005,7.27,2.01,5.01,12.36,16.37,,,8.92,7559280,,,,,,,4.91494,1.6412900000000001,0.08,0.61,0.16,2026-03-02T00:00:00,2004-02-18T00:00:00,2/18/2004,1077062400,2026-02-20T00:00:00
89,CET,-0.1484,7.89558,9.27152,2.45,14.89,10,Morningstar US CEF US Equity,27,Central Securities Corp,False,52.85,0.2,62.06,2026-02-27T00:00:00,155123102,Central Securities Corporation,2026-03-02,XCETX,Equity-U.S. Equity,0.32,1561.679,,Semi-Annually,0.37374,2.45,10.0,,,,0.46,,1833.827,True,True,True,False,False,False,,18.9,20.22,13.54,14.89,2.58,3.77,,,18.42,330110,,,,,,0.02,48.80162,-16.2714,1.26,1.16,1.1,2026-03-02T00:00:00,1980-07-28T00:00:00,7/28/1980,333590400,2025-11-14T00:00:00
90,EMO,-0.0729,7.51435,8.10507,0.36,14.45,6,Morningstar US CEF MLP,53,"Franklin Templeton Fund Adviser, LLC",False,53.3,1.56,57.49,2026-03-02T00:00:00,18469P209,ClearBridge Energy Midstream Opportunity,2026-03-02,XEMOX,Equity-MLP,19.41,1066.78,,Monthly,0.14748,0.36,20.0,,,,3.12,,1427.735,True,True,True,False,False,False,,28.87,31.34,30.87,35.64,17.91,17.6,,,17.86,624380,,,,,,,46.21897,-7.9944500000000005,0.33,0.78,0.49,2026-03-02T00:00:00,2011-06-13T00:00:00,6/13/2011,1307923200,2026-02-20T00:00:00
91,GLV,-0.11359999999999999,9.52595,10.74684,0.0566,27.05,25,Morningstar US CEF Global Allocation,28,Clough Capital Partners L.P.,True,6.32,-0.01,7.13,2026-03-02T00:00:00,18913Y103,Clough Global Dividend and Income,2026-03-02,XGLVX,Hybrid-Global Allocation,31.53,78.429,,Monthly,0.023370000000000002,0.0566,20.0,5.8358,,,3.06,,129.231,True,True,True,False,True,False,,12.51,14.38,1.9500000000000002,1.57,7.51,7.95,,,27.84,344960,,,,,8.62,7.22,5.7963000000000005,-11.43776,0.1,-0.32,0.08,2026-03-02T00:00:00,2004-07-28T00:00:00,7/28/2004,1090972800,2026-02-18T00:00:00
92,GLQ,-0.1027,9.4573,10.53976,0.07289999999999999,35.88,5,Morningstar US CEF Global Equity,28,Clough Capital Partners L.P.,True,8.3,0.04,9.25,2026-03-02T00:00:00,18914C100,Clough Global Equity,2026-03-02,XGLQX,Equity-Global Equity,31.72,155.526,,Monthly,-0.0626,0.07289999999999999,20.0,,,,3.41,,253.86,True,True,True,False,True,False,,21.74,24.47,-0.31,0.3,9.23,9.78,,,38.6,498020,,,,,0.06,,7.27142,-11.866060000000001,2.14,1.38,1.77,2026-03-02T00:00:00,2005-04-27T00:00:00,4/27/2005,1114560000,2026-02-18T00:00:00
93,GLO,-0.10220000000000001,9.54667,10.63366,0.0537,28.78,25,Morningstar US CEF Global Allocation,28,Clough Capital Partners L.P.,True,6.06,0.02,6.75,2026-03-02T00:00:00,18914E106,Clough Global Opportunities,2026-03-02,XGLOX,Hybrid-Global Allocation,32.2,259.163,,Monthly,-0.02628,0.0537,20.0,5.1953,,,3.54,,425.771,True,True,True,False,True,False,,17.78,20.38,-2.45,-1.56,7.82,8.64,,,31.95,1665560,,,,,10.7,8.97,5.47347,-11.71603,1.72,0.93,1.45,2026-03-02T00:00:00,2006-04-25T00:00:00,4/25/2006,1145923200,2026-02-18T00:00:00
94,FOF,0.0418,7.52161,7.21992,0.087,23.68,26,Morningstar US CEF US Allocation,30,"Cohen &amp; Steers Capital Management, Inc.",False,14.46,0.03,13.88,2026-03-02T00:00:00,19248P106,Cohen & Steers Closed-End Opportunity,2026-03-02,XFOFX,Hybrid-U.S. Allocation,,400.804,,Monthly,0.15177000000000002,0.087,20.0,6.0768,,6.89,0.9500000000000001,,384.727,False,True,True,False,False,False,,18.57,18.42,10.59,11.28,6.42,10.71,,,27.02,625150,,,94.807,,,,12.81292,1.51849,1.46,0.85,1.34,2026-03-02T00:00:00,2006-11-20T00:00:00,11/20/2006,1163980800,2026-02-10T00:00:00
95,UTF,-0.0716,6.33947,6.82819,0.155,30.37,8,Morningstar US CEF Sector Equity,29,Cohen &amp; Steers,False,27.24,0.16,29.34,2026-03-02T00:00:00,19248A109,Cohen & Steers Infrastructure,2026-03-02,XUTFX,Equity-Sector Equity,27.0,2635.928,,Monthly,0.38167,0.155,20.0,5.074,,,3.86,,3889.139,True,True,False,False,False,False,,16.12,11.99,12.54,9.21,16.3,13.69,,,18.48,3316770,,,104.2254,,7.43,,25.27816,-1.22103,-1.22,-1.13,-0.59,2026-03-02T00:00:00,2004-03-30T00:00:00,3/30/2004,1080604800,2026-02-10T00:00:00
96,LDP,-0.0546,6.97427,7.37682,0.131,10.24,18,Morningstar US CEF Preferreds,30,"Cohen &amp; Steers Capital Management, Inc.",False,21.31,-0.01,22.54,2026-03-02T00:00:00,19248C105,Cohen & Steers Ltd Duration Pref & Inc,2026-03-02,XLDPX,Fixed Income - Taxable-Preferreds,32.46,619.678,,Monthly,0.66361,0.131,25.0,5.9651,,,4.22,,970.446,True,True,False,False,False,False,,9.12,10.42,5.54,5.51,1.62,1.9500000000000002,,,9.54,663440,,,107.2914,,88.99,,20.98494,-5.25633,-0.15,0.14,-0.62,2026-03-02T00:00:00,2012-07-27T00:00:00,7/27/2012,1343347200,2026-02-10T00:00:00
97,RQI,0.0038,8.1203,8.08989,0.09,7.47,7,Morningstar US CEF Real Estate,29,Cohen &amp; Steers,False,13.35,0.04,13.3,2026-03-02T00:00:00,19247L106,Cohen & Steers Qual Inc Realty,2026-03-02,XRQIX,Equity-Real Estate,28.43,1794.66,,Monthly,0.09845,0.09,15.0,4.4434000000000005,,,3.7800000000000002,,2498.063,True,True,True,False,False,False,,9.21,10.89,7.85,8.95,11.09,18.25,,,10.05,3947490,,,103.439,,7.49,,12.23962,-3.88809,2.5300000000000002,1.22,1.8,2026-03-02T00:00:00,2002-02-28T00:00:00,2/28/2002,1014854400,2026-02-10T00:00:00
98,RLTY,-0.0634,7.74648,8.27068,0.11,11.11,7,Morningstar US CEF Real Estate,30,"Cohen &amp; Steers Capital Management, Inc.",True,15.96,0.1,17.04,2026-03-02T00:00:00,19249Q103,Cohen & Steers Real Estate Opp & Inc Fd,2026-03-02,XRLTX,Equity-Real Estate,33.1,266.89,,Monthly,0.14779,0.11,20.0,4.9875,,,4.86,,425.95,True,True,False,False,True,False,,9.92,12.35,,,9.36,9.46,,,8.84,689670,,,105.3668,,,,15.10985,-5.68193,-0.56,0.75,-0.1,2026-03-02T00:00:00,2022-02-24T00:00:00,2/24/2022,1645660800,2026-02-10T00:00:00
99,RNP,-0.0059,7.43508,7.47938,0.13599999999999998,8.87,7,Morningstar US CEF Real Estate,30,"Cohen &amp; Steers Capital Management, Inc.",True,21.82,0.11,21.95,2026-03-02T00:00:00,19247X100,Cohen & Steers REIT & Preferred Inc Fd,2026-03-02,XRNPX,Equity-Real Estate,29.96,1046.258,,Monthly,0.37872,0.13599999999999998,25.0,5.5193,,,3.7800000000000002,,1502.617,True,True,False,False,True,False,,9.4,9.21,6.99,7.29,7.58,10.76,,,5.03,1197390,,,107.7142,,6.69,,21.39125,1.56832,-0.63,1.94,0.04,2026-03-02T00:00:00,2003-06-27T00:00:00,6/27/2003,1056672000,2026-02-10T00:00:00
100,PSF,-0.0795,6.82619,7.4154,0.126,9.69,18,Morningstar US CEF Preferreds,29,Cohen &amp; Steers,False,20.39,0.0,22.15,2026-03-02T00:00:00,19248Y107,Cohen & Steers Select Preferred & Inc,2026-03-02,XPSFX,Fixed Income - Taxable-Preferreds,32.62,245.255,,Monthly,0.63296,0.126,25.0,5.9026,,,4.28,,395.424,True,True,False,False,False,False,,8.51,7.47,4.35,2.42,1.69,1.78,,,8.07,328850,,,107.6123,,86.4,,20.1909,-7.09132,-0.92,-0.19,-0.86,2026-03-02T00:00:00,2010-11-24T00:00:00,11/24/2010,1290556800,2026-02-10T00:00:00
101,PTA,-0.058499999999999996,7.64986,8.12532,0.13399999999999998,8.88,18,Morningstar US CEF Preferreds,30,"Cohen &amp; Steers Capital Management, Inc.",True,19.79,0.04,21.02,2026-03-02T00:00:00,19249X108,Cohen & Steers Tax-adv Prd Sec and Inc,2026-03-02,XPTAX,Fixed Income - Taxable-Preferreds,34.18,1093.862,,Monthly,0.59369,0.13399999999999998,25.0,6.0168,,,4.36,,1765.2,True,True,False,False,True,False,,7.78,9.73,4.06,3.46,1.57,3.68,,,7.5600000000000005,1317990,,,109.0738,,,,19.66292,-5.48318,-0.22,2.15,0.1,2026-03-02T00:00:00,2020-10-28T00:00:00,10/28/2020,1603843200,2026-02-10T00:00:00
102,RFI,0.016,8.10811,7.98005,0.08,6.89,7,Morningstar US CEF Real Estate,30,"Cohen &amp; Steers Capital Management, Inc.",False,12.03,0.03,11.84,2026-03-02T00:00:00,19247R103,Cohen & Steers Total Return,2026-03-02,XRFIX,Equity-Real Estate,0.04,321.477,,Monthly,0.15323,0.08,15.0,6.5056,,,0.9400000000000001,,316.525,True,True,False,False,False,False,,8.12,5.28,6.42,5.17,7.91,10.13,,,5.08,801220,,,,,,,11.70317,1.92415,-0.18,1.69,0.35000000000000003,2026-03-02T00:00:00,1993-09-27T00:00:00,9/27/1993,749088000,2026-02-10T00:00:00
103,STK,-0.030299999999999997,4.41738,4.55553,0.46249999999999997,46.89,3,Morningstar US CEF Covered Call,31,"Columbia Mgmt Investment Advisers, LLC",True,40.61,0.16,41.88,2026-03-02T00:00:00,19842X109,Columbia Seligman Premium Technology Gr,2026-03-02,XSTKX,Equity-Covered-Call Funds,,706.233,,Quarterly,-0.04272,0.46249999999999997,20.0,,,,1.13,,728.32,False,True,False,False,True,False,,31.5,27.03,18.02,17.83,10.8,11.24,,,42.67,503300,,,,,,,33.28092,-1.48157,-0.46,1.53,1.52,2026-03-02T00:00:00,2009-11-25T00:00:00,11/25/2009,1259107200,2026-02-17T00:00:00
104,CLM,0.2006,22.67496,18.88601,0.1215,15.96,10,Morningstar US CEF US Equity,32,"Cornerstone Advisors, LLC",True,7.72,0.0,6.41,2026-02-27T00:00:00,21924B302,Cornerstone Strategic Investment Fund,2026-03-02,XCLMX,Equity-U.S. Equity,0.0,2191.628,,Monthly,0.0198,0.1215,38.52,4.7015,,,1.1,,1825.41,True,False,True,False,True,False,,21.82,19.5,13.55,11.69,-1.18,-3.7,,,19.89,19270170,,,,,,,7.94933,19.65539,0.12,-1.24,-0.75,2026-03-02T00:00:00,1987-06-23T00:00:00,6/23/1987,551404800,2026-02-17T00:00:00
105,CRF,0.18460000000000001,22.65169,19.12195,0.1176,18.17,10,Morningstar US CEF US Equity,32,"Cornerstone Advisors, LLC",True,7.38,0.02,6.23,2026-02-27T00:00:00,21924U300,Cornerstone Total Return Fund,2026-03-02,XCRFX,Equity-U.S. Equity,9.5,1135.962,,Monthly,0.01767,0.1176,25.0,4.7483,,,1.1400000000000001,,958.949,True,False,False,False,True,False,,22.2,18.11,14.05,10.04,-0.87,-4.08,,,15.71,12060110,,,,,,,7.65898,19.51483,-0.39,-1.06,-1.2,2026-03-02T00:00:00,1973-05-16T00:00:00,5/16/1973,106358400,2026-02-17T00:00:00
106,CIK,-0.0181,9.78261,9.9631,0.0225,1.74,14,Morningstar US CEF High Yield,102,UBS Asset Management (Americas) LLC,False,2.71,0.0,2.76,2026-03-02T00:00:00,224916106,Credit Suisse Asset Mgmt Income,2026-03-02,XCIKX,Fixed Income - Taxable-High Yield,34.19,148.571,,Monthly,0.11668,0.0225,10.0,6.9074,,,2.96,,229.906,True,False,False,False,False,False,,9.21,8.7,4.47,5.15,-0.9,-2.7,,,1.31,4806120,,,100.3003,,5.73,,2.87392,-0.41208000000000006,-0.79,-1.87,-1.46,2026-03-02T00:00:00,1987-03-23T00:00:00,3/23/1987,543456000,2026-02-17T00:00:00
107,DHY,-0.0583,9.02913,9.58763,0.0155,1.6800000000000002,14,Morningstar US CEF High Yield,102,UBS Asset Management (Americas) LLC,False,1.94,0.0,2.06,2026-03-02T00:00:00,22544F103,Credit Suisse High Yield Credit,2026-03-02,XDHYX,Fixed Income - Taxable-High Yield,33.07,201.003,,Monthly,0.08175,0.0155,10.0,6.9183,,,3.62,,318.88,True,False,False,False,False,False,,9.05,10.6,4.09,5.04,-1.38,-1.49,,,-1.24,5673540,,,100.323,,5.73,,2.06116,-3.75027,-1.49,-1.43,-1.8,2026-03-02T00:00:00,1998-07-31T00:00:00,7/31/1998,901843200,2026-02-17T00:00:00
108,DXYZ,0.4081,,,,210.09,8,Morningstar US CEF Sector Equity,34,Destiny Advisors LLC,True,28.12,-3.5,19.97,2025-12-31T00:00:00,25063F107,Destiny Tech100 Inc,2026-03-02,DXYZ,Equity-Sector Equity,,305.943,,Monthly,-0.23075,,,,,,6.28,,217.272,False,False,False,False,True,False,,,,,,0.0,-7.22,,,-30.0,7897470,,,,,,,31.65276,301.54567,-1.56,-1.8900000000000001,-1.72,2026-03-02T00:00:00,2024-03-26T00:00:00,3/26/2024,1711411200,
109,DMA,-0.1437,13.56784,15.84507,0.11249999999999999,0.93,26,Morningstar US CEF US Allocation,35,Destra Capital Advisors LLC,True,8.52,0.0,9.95,2026-03-02T00:00:00,25065A502,Destra Multi-Alternative,2026-03-02,XDMAX,Hybrid-U.S. Allocation,10.98,76.367,,Monthly,0.16352,0.11249999999999999,,,,,4.08,,100.184,True,False,True,False,True,False,,1.57,15.33,1.54,,1.04,-2.54,,,9.47,296640,,,,,0.11,,8.67269,-15.33692,0.28,-1.74,-0.48,2026-03-02T00:00:00,2022-01-13T00:00:00,1/13/2022,1642032000,2026-02-17T00:00:00
110,DNP,0.0134,7.4928,7.39336,0.065,22.48,8,Morningstar US CEF Sector Equity,39,Duff &amp; Phelps Inv Mgmt Co (IL),True,10.55,0.01,10.41,2026-03-02T00:00:00,23325P104,DNP Select Income,2026-03-02,XDNPX,Equity-Sector Equity,22.02,3964.734,,Monthly,0.10647000000000001,0.065,10.0,5.6352,,,2.5300000000000002,,5016.801,True,True,False,False,True,False,,16.89,5.85,13.68,8.83,15.52,6.88,,,19.38,5775310,,,,,7.42,5.61,9.87762,5.9784500000000005,-2.22,-1.94,-2.33,2026-03-02T00:00:00,1987-01-21T00:00:00,1/21/1987,538185600,2026-02-27T00:00:00
111,DSL,-0.0197,11.32075,11.54856,0.11,3.31,13,Morningstar US CEF Global Income,37,DoubleLine Capital LP,False,11.43,0.02,11.66,2026-03-02T00:00:00,258622109,DoubleLine Income Solutions Fund,2026-03-02,XDSLX,Fixed Income - Taxable-Global Income,22.81,1309.586,,Monthly,0.49766,0.11,25.0,7.6864,,,2.98,,1731.395,True,False,False,False,False,False,,10.45,9.0,1.29,1.98,0.5,3.2,,,-0.93,5258100,,,90.1664,,,,11.92137,-1.7650800000000002,-0.09,1.69,0.78,2026-03-02T00:00:00,2013-04-26T00:00:00,4/26/2013,1366934400,2026-02-18T00:00:00
112,DBL,-0.0073,8.8,8.86501,0.11,4.69,17,Morningstar US CEF Multi-Sector,36,DoubleLine,False,14.89,-0.05,15.0,2026-03-02T00:00:00,258623107,Doubleline Opportunistic Cred,2026-03-02,XDBLX,Fixed Income - Taxable-Multi-Sector,4.8100000000000005,291.091,,Monthly,0.33590000000000003,0.11,25.0,6.5094,,,2.02,,311.572,True,False,False,False,False,False,,9.83,9.37,2.76,2.77,0.4,-1.32,,,2.75,660570,,,83.6126,,,,15.39259,0.8650700000000001,-1.88,-2.73,-3.02,2026-03-02T00:00:00,2012-01-26T00:00:00,1/26/2012,1327536000,2026-01-14T00:00:00
113,DLY,-0.0487,9.09351,9.55904,0.1167,3.6,17,Morningstar US CEF Multi-Sector,37,DoubleLine Capital LP,True,14.65,-0.03,15.4,2026-03-02T00:00:00,25862D105,DoubleLine Yield Opportunities Fund,2026-03-02,XDLYX,Fixed Income - Taxable-Multi-Sector,14.81,711.102,,Monthly,0.6108,0.1167,20.0,7.5868,,,2.89,,877.567,True,False,False,False,True,False,,9.42,11.02,2.79,3.6,-0.22,1.76,,,-1.9100000000000001,2012000,,,95.15,,,,15.16646,-3.7068700000000003,-0.47000000000000003,0.93,0.6,2026-03-02T00:00:00,2020-02-25T00:00:00,2/25/2020,1582588800,2026-01-14T00:00:00
114,DTF,-0.0567,3.20197,3.39426,0.0325,3.27,21,Morningstar US CEF Municipal,38,Duff &amp; Phelps,False,11.49,-0.11,12.18,2026-03-02T00:00:00,23334J107,DTF Tax-Free Income 2028 Term,2026-03-02,XDTFX,Fixed Income - Municipal-Municipal,32.16,80.77,,Monthly,0.13173,0.0325,15.0,4.9317,,,1.08,,85.62,True,True,True,False,False,False,,2.65,6.07,-1.9,-0.51,1.12,2.15,,,5.78,70470,,,105.8067,,8.11,2.49,11.30314,-6.68201,1.6800000000000002,0.77,1.16,2026-03-02T00:00:00,1991-11-29T00:00:00,11/29/1991,691372800,2026-02-17T00:00:00
115,DPG,-0.11800000000000001,4.98221,5.64896,0.06999999999999999,34.91,8,Morningstar US CEF Sector Equity,39,Duff &amp; Phelps Inv Mgmt Co (IL),True,14.870000000000001,0.12,16.86,2026-03-02T00:00:00,26433C105,Duff & Phelps Utility and Infra Fund Inc,2026-03-02,XDPGX,Equity-Sector Equity,20.55,545.017,,Monthly,0.07593,0.06999999999999999,20.0,,,,3.34,,777.742,True,True,False,False,True,False,,22.11,11.85,16.06,12.42,20.27,17.21,,,32.21,848680,,,,,,,12.679030000000001,-9.92614,-1.79,-1.12,-1.52,2026-03-02T00:00:00,2011-07-29T00:00:00,7/29/2011,1311897600,2026-02-27T00:00:00
116,KTF,-0.0128,7.77896,7.87944,0.061,3.05,21,Morningstar US CEF Municipal,41,"DWS Investment Management Americas, Inc.",False,9.29,0.06,9.41,2026-03-02T00:00:00,233368109,DWS Municipal Income,2026-03-02,XKTFX,Fixed Income - Municipal-Municipal,35.74,363.916,,Monthly,0.20071,0.061,12.0,4.8872,,,3.14,,573.616,True,True,True,False,False,False,,4.6,9.3,-0.35000000000000003,1.5,2.73,2.91,,,3.49,1150480,,,97.0968,,15.43,,9.04894,-2.52123,1.62,2.31,2.01,2026-03-02T00:00:00,1988-10-20T00:00:00,10/20/1988,593308800,2026-02-20T00:00:00
117,GRF,-0.09140000000000001,7.0598,7.76965,0.85,7.33,10,Morningstar US CEF US Equity,93,Sims Capital Management LLC,False,10.94,0.32,12.14,2026-02-27T00:00:00,269451100,Eagle Capital Growth,2026-03-02,XGRFX,Equity-U.S. Equity,,43.408,,Annually,0.051660000000000005,0.85,10.0,,,,1.32,,47.773,False,True,True,False,False,False,,12.32,15.19,10.52,13.52,1.51,-0.93,,,16.92,26610,,,,,,,10.27978,-14.38562,1.35,0.54,0.68,2026-03-02T00:00:00,1990-07-02T00:00:00,7/2/1990,646876800,2025-11-21T00:00:00
118,ECC,-0.228,31.40187,40.67797,0.06,-14.31,19,Morningstar US CEF Senior Loans,42,Eagle Point Credit Management,False,4.13,-1.6600000000000001,5.49,2026-01-30T00:00:00,269808101,Eagle Point Credit Company LLC,2026-03-02,XECCX,Fixed Income - Taxable-Senior Loans,36.45,521.75,,Monthly,0.61938,0.06,20.0,,,,9.21,,1063.516,True,False,False,False,False,False,,2.94,-11.79,4.68,-0.2,-1.29,-26.22,,,-40.48,17488460,,,,,,,6.74759,-0.45356,-2.36,-1.76,-2.13,2026-03-02T00:00:00,2014-10-08T00:00:00,10/8/2014,1412726400,2026-02-09T00:00:00
119,EIC,-0.2422,10.02278,13.22645,0.11,0.84,14,Morningstar US CEF High Yield,43,Eagle Point Income Management LLC,False,9.98,-1.34,13.28,2026-01-30T00:00:00,269817102,Eagle Point Income Co Inc,2026-03-02,XEICX,Fixed Income - Taxable-High Yield,32.05,233.867,,Monthly,,0.11,19.89,10.1647,,,6.36,,513.934,True,False,False,False,False,False,,14.56,0.05,7.77,4.31,0.6900000000000001,-11.33,,,-28.28,2472250,,,87.475,,,,12.82084,-7.8245000000000005,-1.97,-1.73,-1.87,2026-03-02T00:00:00,2019-07-23T00:00:00,7/23/2019,1563840000,2026-02-09T00:00:00
120,CEV,-0.0489,5.33333,5.60748,0.049999999999999996,3.18,22,Morningstar US CEF Municipal-CA,45,Eaton Vance Management,False,10.7,0.07,11.25,2026-03-02T00:00:00,27826F101,Eaton Vance CA Muni Inc,2026-03-02,XCEVX,Fixed Income - Municipal-Municipal - CA,32.25,75.259,0.02,Monthly,0.21963,0.049999999999999996,15.0,5.9806,,13.3,2.48,,116.795,True,True,True,False,False,False,,4.08,7.73,-0.49,0.93,2.81,6.91,,,9.08,342650,3.0,,99.6178,,,10.74,9.96701,-8.79639,2.5700000000000003,1.67,1.94,2026-03-02T00:00:00,1999-01-29T00:00:00,1/29/1999,917568000,2026-02-13T00:00:00
121,EOI,-0.010700000000000001,7.79039,7.87445,0.1338,10.6,3,Morningstar US CEF Covered Call,45,Eaton Vance Management,True,20.39,-0.07,20.61,2026-03-02T00:00:00,278274105,Eaton Vance Enhanced Equity Income,2026-03-02,XEOIX,Equity-Covered-Call Funds,,836.026,,Monthly,-0.02927,0.1338,20.0,,,,1.1,,845.046,False,True,False,False,True,False,,19.89,18.54,12.4,13.03,-1.06,0.81,,,9.89,779280,,,,,,,20.19413,-0.71411,-0.15,0.77,0.49,2026-03-02T00:00:00,2004-10-26T00:00:00,10/26/2004,1098748800,2026-02-17T00:00:00
122,EOS,-0.063,7.77702,8.29973,0.1523,10.8,3,Morningstar US CEF Covered Call,44,Eaton Vance,True,22.02,0.03,23.5,2026-03-02T00:00:00,278277108,Eaton Vance Enhanced Equity Income II,2026-03-02,XEOSX,Equity-Covered-Call Funds,,1153.368,,Monthly,-0.07423,0.1523,20.0,,,,1.09,,1230.888,False,False,False,False,True,False,,22.39,19.88,9.92,8.18,-3.02,-4.78,,,2.98,1123840,,,,,,,22.91572,-2.02359,-1.19,0.16,-0.51,2026-03-02T00:00:00,2005-01-26T00:00:00,1/26/2005,1106697600,2026-02-17T00:00:00
123,EFT,-0.09789999999999999,7.26971,8.05888,0.073,0.66,19,Morningstar US CEF Senior Loans,45,Eaton Vance Management,False,10.870000000000001,-0.04,12.05,2026-03-02T00:00:00,278279104,Eaton Vance Floating-Rate Income,2026-03-02,XEFTX,Fixed Income - Taxable-Senior Loans,35.33,288.903,,Monthly,0.50698,0.073,20.0,7.0927,,4.85,5.09,,495.266,True,False,False,False,False,False,,7.5,7.25,4.85,4.15,-1.97,-2.63,,,-9.73,1074000,,,,,,,11.88297,-6.01616,-1.38,-1.3599999999999999,-1.18,2026-03-02T00:00:00,2004-06-29T00:00:00,6/29/2004,1088467200,2026-02-17T00:00:00
124,EVV,-0.0579,8.40116,8.91709,0.0726,6.92,16,Morningstar US CEF Limited Duration,44,Eaton Vance,False,9.77,-0.09,10.37,2026-03-02T00:00:00,27828H105,Eaton Vance Limited Duration Income,2026-03-02,XEVVX,Fixed Income - Taxable-Limited Duration,39.57,1135.308,,Monthly,0.31353000000000003,0.0726,20.0,6.6631,,0.0,3.97,,1994.197,True,False,False,False,False,False,,8.86,8.71,3.88,5.16,0.63,0.96,,,5.01,2715010,,,97.9783,,,,10.02387,-4.20767,-1.45,-1.55,-1.47,2026-03-02T00:00:00,2003-05-30T00:00:00,5/30/2003,1054252800,2026-02-13T00:00:00
125,EIM,-0.0643,5.68127,6.07171,0.0508,1.8599999999999999,21,Morningstar US CEF Municipal,45,Eaton Vance Management,False,10.04,0.0,10.73,2026-03-02T00:00:00,27827X101,Eaton Vance Municipal Bond,2026-03-02,XEIMX,Fixed Income - Municipal-Municipal,30.4,515.781,0.030000000000000002,Monthly,0.22839,0.0508,15.0,6.174,,10.4,2.88,,791.961,True,True,True,False,False,False,,3.5700000000000003,5.85,-0.58,-0.32,2.19,4.24,,,3.71,1631740,7.0,,102.9074,,,8.59,9.80496,-7.24055,0.67,1.24,0.61,2026-03-02T00:00:00,2002-08-30T00:00:00,8/30/2002,1030665600,2026-02-17T00:00:00
126,EVN,0.0046,5.62706,5.60146,0.0513,3.29,21,Morningstar US CEF Municipal,44,Eaton Vance,False,10.99,-0.06,10.94,2026-03-02T00:00:00,27826U108,Eaton Vance Municipal Income,2026-03-02,XEVNX,Fixed Income - Municipal-Municipal,31.39,438.147,0.045,Monthly,0.25568,0.0513,15.0,6.5449,,10.5,2.46,,635.697,True,True,True,False,False,False,,4.64,9.12,-0.17,1.55,2.73,3.64,,,8.93,816810,7.0,,100.9572,,,7.92,10.63027,-0.5519200000000001,0.38,-0.17,-0.56,2026-03-02T00:00:00,1999-01-29T00:00:00,1/29/1999,917568000,2026-02-13T00:00:00
127,EOT,-0.0489,4.45435,4.6834299999999995,0.0683,4.19,21,Morningstar US CEF Municipal,45,Eaton Vance Management,False,17.5,0.1,18.4,2026-03-02T00:00:00,27829L105,Eaton Vance National Municipal Opprs Tr,2026-03-02,XEOTX,Fixed Income - Municipal-Municipal,12.29,273.436,0.099,Monthly,0.38689,0.0683,20.0,5.4959,,13.0,1.32,,327.781,True,True,True,False,False,False,,5.41,4.06,0.9,-0.11,2.81,3.7,,,5.95,449840,20.0,,96.6497,,,9.84,16.63621,-6.8138000000000005,1.32,0.4,0.99,2026-03-02T00:00:00,2009-05-27T00:00:00,5/27/2009,1243382400,2026-02-17T00:00:00
