,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
93,GLO,-0.1118,9.47647,10.66887,0.0537,28.78,25,Morningstar US CEF Global Allocation,28,Clough Capital Partners L.P.,True,6.04,0.02,6.8,2026-02-27T00:00:00,18914E106,Clough Global Opportunities,2026-02-27,XGLOX,Hybrid-Global Allocation,32.04,258.308,,Monthly,-0.02628,0.0537,20.0,5.1953,,,3.54,,427.909,True,True,True,False,True,False,,17.78,20.38,-2.45,-1.56,7.82,8.64,,,31.95,1674130,,,,,10.7,8.97,5.46987,-11.72178,0.63,-0.13,0.46,2026-02-27T00:00:00,2006-04-25T00:00:00,4/25/2006,1145923200,2026-02-18T00:00:00
94,FOF,0.0404,7.52704,7.23493,0.087,23.68,26,Morningstar US CEF US Allocation,30,"Cohen &amp; Steers Capital Management, Inc.",False,14.43,0.07,13.87,2026-02-27T00:00:00,19248P106,Cohen & Steers Closed-End Opportunity,2026-02-27,XFOFX,Hybrid-U.S. Allocation,,399.972,,Monthly,0.15177000000000002,0.087,20.0,6.0768,,6.89,0.9500000000000001,,384.45,False,True,True,False,False,False,,18.57,18.42,10.59,11.28,6.42,10.71,,,27.02,627340,,,94.807,,,,12.80484,1.50826,1.4,0.8300000000000001,1.28,2026-02-27T00:00:00,2006-11-20T00:00:00,11/20/2006,1163980800,2026-02-10T00:00:00
95,UTF,-0.0799,6.32008,6.86854,0.155,30.37,8,Morningstar US CEF Sector Equity,29,Cohen &amp; Steers,False,27.08,0.13,29.43,2026-02-27T00:00:00,19248A109,Cohen & Steers Infrastructure,2026-02-27,XUTFX,Equity-Sector Equity,26.94,2620.446,,Monthly,0.38167,0.155,20.0,5.074,,,3.86,,3897.848,True,True,False,False,False,False,,16.12,11.99,12.54,9.21,16.3,13.69,,,18.48,3327720,,,104.2254,,7.43,,25.26824,-1.1982,-1.3900000000000001,-1.8900000000000001,-0.92,2026-02-27T00:00:00,2004-03-30T00:00:00,3/30/2004,1080604800,2026-02-10T00:00:00
96,LDP,-0.0579,6.94653,7.37336,0.131,10.24,18,Morningstar US CEF Preferreds,30,"Cohen &amp; Steers Capital Management, Inc.",False,21.32,-0.12,22.63,2026-02-27T00:00:00,19248C105,Cohen & Steers Ltd Duration Pref & Inc,2026-02-27,XLDPX,Fixed Income - Taxable-Preferreds,32.37,619.969,,Monthly,0.66361,0.131,25.0,5.9651,,,4.22,,973.063,True,True,False,False,False,False,,9.12,10.42,5.54,5.51,1.62,1.9500000000000002,,,9.54,663930,,,107.2914,,88.99,,20.98367,-5.25556,-0.39,-0.62,-0.96,2026-02-27T00:00:00,2012-07-27T00:00:00,7/27/2012,1343347200,2026-02-10T00:00:00
97,RQI,0.0053,8.1571,8.1142,0.09,7.47,7,Morningstar US CEF Real Estate,29,Cohen &amp; Steers,False,13.31,0.11,13.24,2026-02-27T00:00:00,19247L106,Cohen & Steers Qual Inc Realty,2026-02-27,XRQIX,Equity-Real Estate,28.52,1789.282,,Monthly,0.09845,0.09,15.0,4.4434000000000005,,,3.7800000000000002,,2489.997,True,True,True,False,False,False,,9.21,10.89,7.85,8.95,11.09,18.25,,,10.05,3964130,,,103.439,,7.49,,12.23927,-3.90449,2.65,1.34,1.9100000000000001,2026-02-27T00:00:00,2002-02-28T00:00:00,2/28/2002,1014854400,2026-02-10T00:00:00
98,RLTY,-0.0654,7.77843,8.32282,0.11,11.11,7,Morningstar US CEF Real Estate,30,"Cohen &amp; Steers Capital Management, Inc.",True,15.86,0.01,16.97,2026-02-27T00:00:00,19249Q103,Cohen & Steers Real Estate Opp & Inc Fd,2026-02-27,XRLTX,Equity-Real Estate,33.19,265.217,,Monthly,0.14779,0.11,20.0,4.9875,,,4.86,,424.779,True,True,False,False,True,False,,9.92,12.35,,,9.36,9.46,,,8.84,693480,,,105.3668,,,,15.10966,-5.67941,-0.74,0.36,-0.29,2026-02-27T00:00:00,2022-02-24T00:00:00,2/24/2022,1645660800,2026-02-10T00:00:00
99,RNP,-0.0091,7.44865,7.51727,0.13599999999999998,8.87,7,Morningstar US CEF Real Estate,30,"Cohen &amp; Steers Capital Management, Inc.",True,21.71,0.05,21.91,2026-02-27T00:00:00,19247X100,Cohen & Steers REIT & Preferred Inc Fd,2026-02-27,XRNPX,Equity-Real Estate,29.99,1040.984,,Monthly,0.37872,0.13599999999999998,25.0,5.5193,,,3.7800000000000002,,1500.699,True,True,False,False,True,False,,9.4,9.21,6.99,7.29,7.58,10.76,,,5.03,1200400,,,107.7142,,6.69,,21.39331,1.5766300000000002,-0.73,1.71,-0.09,2026-02-27T00:00:00,2003-06-27T00:00:00,6/27/2003,1056672000,2026-02-10T00:00:00
100,PSF,-0.0828,6.80162,7.4154,0.126,9.69,18,Morningstar US CEF Preferreds,29,Cohen &amp; Steers,False,20.39,-0.16,22.23,2026-02-27T00:00:00,19248Y107,Cohen & Steers Select Preferred & Inc,2026-02-27,XPSFX,Fixed Income - Taxable-Preferreds,32.54,245.255,,Monthly,0.63296,0.126,25.0,5.9026,,,4.28,,396.387,True,True,False,False,False,False,,8.51,7.47,4.35,2.42,1.69,1.78,,,8.07,330880,,,107.6123,,86.4,,20.19071,-7.08803,-1.28,-1.18,-1.24,2026-02-27T00:00:00,2010-11-24T00:00:00,11/24/2010,1290556800,2026-02-10T00:00:00
101,PTA,-0.064,7.62085,8.14177,0.13399999999999998,8.88,18,Morningstar US CEF Preferreds,30,"Cohen &amp; Steers Capital Management, Inc.",True,19.75,-0.08,21.1,2026-02-27T00:00:00,19249X108,Cohen & Steers Tax-adv Prd Sec and Inc,2026-02-27,XPTAX,Fixed Income - Taxable-Preferreds,34.09,1091.651,,Monthly,0.59369,0.13399999999999998,25.0,6.0168,,,4.36,,1769.622,True,True,False,False,True,False,,7.78,9.73,4.06,3.46,1.57,3.68,,,7.5600000000000005,1323270,,,109.0738,,,,19.66345,-5.48176,-0.55,1.38,-0.22,2026-02-27T00:00:00,2020-10-28T00:00:00,10/28/2020,1603843200,2026-02-10T00:00:00
102,RFI,0.0169,8.13559,8.0,0.08,6.89,7,Morningstar US CEF Real Estate,30,"Cohen &amp; Steers Capital Management, Inc.",False,12.0,0.0,11.8,2026-02-27T00:00:00,19247R103,Cohen & Steers Total Return,2026-02-27,XRFIX,Equity-Real Estate,0.04,320.675,,Monthly,0.15323,0.08,15.0,6.5056,,,0.9400000000000001,,315.456,True,True,False,False,False,False,,8.12,5.28,6.42,5.17,7.91,10.13,,,5.08,807650,,,,,,,11.70458,1.92537,-0.13,1.85,0.36,2026-02-27T00:00:00,1993-09-27T00:00:00,9/27/1993,749088000,2026-02-10T00:00:00
103,STK,-0.0272,4.44925,4.57355,0.46249999999999997,46.89,3,Morningstar US CEF Covered Call,31,"Columbia Mgmt Investment Advisers, LLC",True,40.45,-0.15,41.58,2026-02-27T00:00:00,19842X109,Columbia Seligman Premium Technology Gr,2026-02-27,XSTKX,Equity-Covered-Call Funds,,703.451,,Quarterly,-0.04272,0.46249999999999997,20.0,,,,1.13,,723.102,False,True,False,False,True,False,,31.5,27.03,18.02,17.83,10.8,11.24,,,42.67,506180,,,,,,,33.24299,-1.4756,-0.37,1.6400000000000001,1.9,2026-02-27T00:00:00,2009-11-25T00:00:00,11/25/2009,1259107200,2026-02-17T00:00:00
104,CLM,0.2168,22.74571,18.69231,0.1215,15.96,10,Morningstar US CEF US Equity,32,"Cornerstone Advisors, LLC",True,7.8,0.08,6.41,2026-02-27T00:00:00,21924B302,Cornerstone Strategic Investment Fund,2026-02-27,XCLMX,Equity-U.S. Equity,0.0,2214.339,,Monthly,0.0198,0.1215,38.52,4.7015,,,1.1,,1819.733,True,False,True,False,True,False,,21.82,19.5,13.55,11.69,-1.18,-3.7,,,19.89,19370840,,,,,,,7.95002,19.65383,0.61,-0.5,0.0,2026-02-27T00:00:00,1987-06-23T00:00:00,6/23/1987,551404800,2026-02-17T00:00:00
105,CRF,0.19579999999999997,22.65169,18.94228,0.1176,18.17,10,Morningstar US CEF US Equity,32,"Cornerstone Advisors, LLC",True,7.45,0.09,6.23,2026-02-27T00:00:00,21924U300,Cornerstone Total Return Fund,2026-02-27,XCRFX,Equity-U.S. Equity,9.5,1146.737,,Monthly,0.01767,0.1176,25.0,4.7483,,,1.1400000000000001,,958.949,True,False,True,False,True,False,,22.2,18.11,14.05,10.04,-0.87,-4.08,,,15.71,12116920,,,,,,,7.66036,19.51889,0.02,-0.61,-0.63,2026-02-27T00:00:00,1973-05-16T00:00:00,5/16/1973,106358400,2026-02-17T00:00:00
106,CIK,-0.0217,9.74729,9.9631,0.0225,1.74,14,Morningstar US CEF High Yield,102,UBS Asset Management (Americas) LLC,False,2.71,-0.01,2.77,2026-02-27T00:00:00,224916106,Credit Suisse Asset Mgmt Income,2026-02-27,XCIKX,Fixed Income - Taxable-High Yield,34.1,148.571,,Monthly,0.11668,0.0225,10.0,6.9074,,,2.96,,230.455,True,False,False,False,False,False,,9.21,8.7,4.47,5.15,-0.9,-2.7,,,1.31,4829460,,,100.3003,,5.73,,2.8748,-0.4067,-1.0,-2.4,-1.78,2026-02-27T00:00:00,1987-03-23T00:00:00,3/23/1987,543456000,2026-02-17T00:00:00
107,DHY,-0.0583,9.02913,9.58763,0.0155,1.6800000000000002,14,Morningstar US CEF High Yield,102,UBS Asset Management (Americas) LLC,False,1.94,-0.01,2.06,2026-02-27T00:00:00,22544F103,Credit Suisse High Yield Credit,2026-02-27,XDHYX,Fixed Income - Taxable-High Yield,33.07,201.003,,Monthly,0.08175,0.0155,10.0,6.9183,,,3.62,,318.88,True,False,False,False,False,False,,9.05,10.6,4.09,5.04,-1.38,-1.49,,,-1.24,5699720,,,100.323,,5.73,,2.06196,-3.74229,-1.5,-1.5,-1.85,2026-02-27T00:00:00,1998-07-31T00:00:00,7/31/1998,901843200,2026-02-17T00:00:00
108,DXYZ,0.42310000000000003,,,,210.09,8,Morningstar US CEF Sector Equity,34,Destiny Advisors LLC,True,28.42,-3.2,19.97,2025-12-31T00:00:00,25063F107,Destiny Tech100 Inc,2026-02-27,DXYZ,Equity-Sector Equity,,309.207,,Monthly,-0.23075,,,,,,6.28,,217.272,False,False,False,False,True,False,,,,,,0.0,-7.22,,,-30.0,7929410,,,,,,,31.70057,302.55237,-1.56,-1.92,-1.71,2026-02-27T00:00:00,2024-03-26T00:00:00,3/26/2024,1711411200,
109,DMA,-0.142,13.59517,15.84507,0.11249999999999999,0.93,26,Morningstar US CEF US Allocation,35,Destra Capital Advisors LLC,True,8.52,-0.07,9.93,2026-02-27T00:00:00,25065A502,Destra Multi-Alternative,2026-02-27,XDMAX,Hybrid-U.S. Allocation,11.0,76.367,,Monthly,0.16352,0.11249999999999999,,5.3099,,,4.08,,100.005,True,False,True,False,True,False,,1.57,15.33,1.54,,1.04,-2.54,,,9.47,301310,,,,,0.11,,8.67377,-15.34063,0.33,-1.56,-0.4,2026-02-27T00:00:00,2022-01-13T00:00:00,1/13/2022,1642032000,2026-02-17T00:00:00
110,DNP,0.0125,7.4928,7.40038,0.065,22.48,8,Morningstar US CEF Sector Equity,39,Duff &amp; Phelps Inv Mgmt Co (IL),True,10.54,-0.02,10.41,2026-02-27T00:00:00,23325P104,DNP Select Income,2026-02-27,XDNPX,Equity-Sector Equity,22.02,3960.976,,Monthly,0.10647000000000001,0.065,10.0,5.5851,,,2.5300000000000002,,5016.801,True,True,False,False,True,False,,16.89,5.85,13.68,8.83,15.52,6.88,,,19.38,5810440,,,104.0441,,7.2,5.47,9.87391,5.9962800000000005,-2.29,-2.09,-2.44,2026-02-27T00:00:00,1987-01-21T00:00:00,1/21/1987,538185600,2026-02-27T00:00:00
111,DSL,-0.0256,11.27242,11.5688,0.11,3.31,13,Morningstar US CEF Global Income,37,DoubleLine Capital LP,False,11.41,-0.01,11.71,2026-02-27T00:00:00,258622109,DoubleLine Income Solutions Fund,2026-02-27,XDSLX,Fixed Income - Taxable-Global Income,22.74,1307.294,,Monthly,0.49766,0.11,25.0,7.6864,,,2.98,,1737.136,True,False,False,False,False,False,,10.45,9.0,1.29,1.98,0.5,3.2,,,-0.93,5285810,,,90.1664,,,,11.92689,-1.76428,-0.33,1.33,0.44,2026-02-27T00:00:00,2013-04-26T00:00:00,4/26/2013,1366934400,2026-02-18T00:00:00
112,DBL,-0.006,8.78244,8.83534,0.11,4.69,17,Morningstar US CEF Multi-Sector,36,DoubleLine,False,14.94,-0.04,15.03,2026-02-27T00:00:00,258623107,Doubleline Opportunistic Cred,2026-02-27,XDBLX,Fixed Income - Taxable-Multi-Sector,4.8,292.068,,Monthly,0.33590000000000003,0.11,25.0,6.5094,,,2.02,,312.276,True,False,False,False,False,False,,9.83,9.37,2.76,2.77,0.4,-1.32,,,2.75,664910,,,83.6126,,,,15.39585,0.8712200000000001,-1.73,-2.68,-2.89,2026-02-27T00:00:00,2012-01-26T00:00:00,1/26/2012,1327536000,2026-01-14T00:00:00
113,DLY,-0.049800000000000004,9.06408,9.53951,0.1167,3.6,17,Morningstar US CEF Multi-Sector,37,DoubleLine Capital LP,True,14.68,0.0,15.45,2026-02-27T00:00:00,25862D105,DoubleLine Yield Opportunities Fund,2026-02-27,XDLYX,Fixed Income - Taxable-Multi-Sector,14.78,712.558,,Monthly,0.6108,0.1167,20.0,7.5868,,,2.89,,879.776,True,False,False,False,True,False,,9.42,11.02,2.79,3.6,-0.22,1.76,,,-1.9100000000000001,2020220,,,95.15,,,,15.17274,-3.7023900000000003,-0.52,0.85,0.47000000000000003,2026-02-27T00:00:00,2020-02-25T00:00:00,2/25/2020,1582588800,2026-01-14T00:00:00
114,DTF,-0.0484,3.19934,3.36207,0.0325,3.27,21,Morningstar US CEF Municipal,38,Duff &amp; Phelps,False,11.6,0.05,12.19,2026-02-27T00:00:00,23334J107,DTF Tax-Free Income 2028 Term,2026-02-27,XDTFX,Fixed Income - Municipal-Municipal,32.16,81.543,,Monthly,0.13173,0.0325,15.0,4.9252,,,1.08,,85.69,True,True,True,False,False,False,,2.65,6.07,-1.9,-0.51,1.12,2.15,,,5.78,70400,,,106.1729,,8.11,2.8,11.3026,-6.68592,3.06,2.73,2.79,2026-02-27T00:00:00,1991-11-29T00:00:00,11/29/1991,691372800,2026-02-17T00:00:00
115,DPG,-0.1288,4.96161,5.69492,0.06999999999999999,34.91,8,Morningstar US CEF Sector Equity,39,Duff &amp; Phelps Inv Mgmt Co (IL),True,14.75,-0.03,16.93,2026-02-27T00:00:00,26433C105,Duff & Phelps Utility and Infra Fund Inc,2026-02-27,XDPGX,Equity-Sector Equity,20.48,540.619,,Monthly,0.07593,0.06999999999999999,20.0,,,,3.34,,780.307,True,True,False,False,True,False,,22.11,11.85,16.06,12.42,20.27,17.21,,,32.21,852320,,,,,,,12.66769,-9.91892,-2.84,-2.48,-2.52,2026-02-27T00:00:00,2011-07-29T00:00:00,7/29/2011,1311897600,2026-02-27T00:00:00
116,KTF,-0.0233,7.74603,7.93066,0.061,3.05,21,Morningstar US CEF Municipal,41,"DWS Investment Management Americas, Inc.",False,9.23,0.04,9.45,2026-02-27T00:00:00,233368109,DWS Municipal Income,2026-02-27,XKTFX,Fixed Income - Municipal-Municipal,35.64,361.565,,Monthly,0.20071,0.061,12.0,4.8872,,,3.14,,575.183,True,True,True,False,False,False,,4.6,9.3,-0.35000000000000003,1.5,2.73,2.91,,,3.49,1154050,,,97.0968,,15.43,,9.05055,-2.52602,0.26,0.18,0.2,2026-02-27T00:00:00,1988-10-20T00:00:00,10/20/1988,593308800,2026-02-20T00:00:00
117,GRF,-0.1268,7.00165,8.01879,0.85,7.33,10,Morningstar US CEF US Equity,93,Sims Capital Management LLC,False,10.6001,-0.02,12.14,2026-02-27T00:00:00,269451100,Eagle Capital Growth,2026-02-27,XGRFX,Equity-U.S. Equity,,42.059,,Annually,0.051660000000000005,0.85,10.0,,,,1.32,,48.17,False,True,True,False,False,False,,12.32,15.19,10.52,13.52,1.51,-0.93,,,16.92,26730,,,,,,,10.27553,-14.40581,0.44,-0.92,-0.32,2026-02-27T00:00:00,1990-07-02T00:00:00,7/2/1990,646876800,2025-11-21T00:00:00
118,ECC,-0.24670000000000003,31.40187,41.68734,0.06,-14.31,19,Morningstar US CEF Senior Loans,42,Eagle Point Credit Management,False,4.03,-1.76,5.49,2026-01-30T00:00:00,269808101,Eagle Point Credit Company LLC,2026-02-27,XECCX,Fixed Income - Taxable-Senior Loans,36.45,509.117,,Monthly,0.61938,0.06,20.0,,,,9.21,,1063.516,True,False,False,False,False,False,,2.94,-11.79,4.68,-0.2,-1.29,-26.22,,,-40.48,17535390,,,,,,,6.7653300000000005,-0.36760000000000004,-2.59,-2.05,-2.41,2026-02-27T00:00:00,2014-10-08T00:00:00,10/8/2014,1412726400,2026-02-09T00:00:00
119,EIC,-0.2475,10.02278,13.31988,0.11,0.84,14,Morningstar US CEF High Yield,43,Eagle Point Income Management LLC,False,9.91,-1.4100000000000001,13.28,2026-01-30T00:00:00,269817102,Eagle Point Income Co Inc,2026-02-27,XEICX,Fixed Income - Taxable-High Yield,32.05,262.758,,Monthly,,0.11,19.89,10.1647,,,6.36,,513.934,True,False,False,False,False,False,,14.56,0.05,7.77,4.31,0.6900000000000001,-11.33,,,-28.28,2482970,,,87.475,,,,12.84352,-7.76119,-2.06,-1.97,-1.98,2026-02-27T00:00:00,2019-07-23T00:00:00,7/23/2019,1563840000,2026-02-09T00:00:00
120,CEV,-0.0601,5.30504,5.6444,0.049999999999999996,3.18,22,Morningstar US CEF Municipal-CA,45,Eaton Vance Management,False,10.63,0.02,11.31,2026-02-27T00:00:00,27826F101,Eaton Vance CA Muni Inc,2026-02-27,XCEVX,Fixed Income - Municipal-Municipal - CA,32.13,74.767,0.02,Monthly,0.21963,0.049999999999999996,15.0,5.9806,,13.3,2.48,,117.217,True,True,True,False,False,False,,4.08,7.73,-0.49,0.93,2.81,6.91,,,9.08,344080,3.0,,99.6178,,,10.74,9.96567,-8.81142,1.8599999999999999,0.96,1.28,2026-02-27T00:00:00,1999-01-29T00:00:00,1/29/1999,917568000,2026-02-13T00:00:00
121,EOI,-0.0068000000000000005,7.79417,7.84751,0.1338,10.6,3,Morningstar US CEF Covered Call,45,Eaton Vance Management,True,20.46,-0.02,20.6,2026-02-27T00:00:00,278274105,Eaton Vance Enhanced Equity Income,2026-02-27,XEOIX,Equity-Covered-Call Funds,,838.896,,Monthly,-0.02927,0.1338,20.0,,,,1.1,,844.636,False,True,True,False,True,False,,19.89,18.54,12.4,13.03,-1.06,0.81,,,9.89,783920,,,,,,,20.19328,-0.7127500000000001,0.01,0.99,0.61,2026-02-27T00:00:00,2004-10-26T00:00:00,10/26/2004,1098748800,2026-02-17T00:00:00
122,EOS,-0.060700000000000004,7.80692,8.31105,0.1523,10.8,3,Morningstar US CEF Covered Call,44,Eaton Vance,True,21.99,-0.06,23.41,2026-02-27T00:00:00,278277108,Eaton Vance Enhanced Equity Income II,2026-02-27,XEOSX,Equity-Covered-Call Funds,,1151.797,,Monthly,-0.07423,0.1523,20.0,,,,1.09,,1226.174,False,False,False,False,True,False,,22.39,19.88,9.92,8.18,-3.02,-4.78,,,2.98,1129140,,,,,,,22.92001,-2.00715,-1.13,0.48,-0.43,2026-02-27T00:00:00,2005-01-26T00:00:00,1/26/2005,1106697600,2026-02-17T00:00:00
123,EFT,-0.0969,8.543050000000001,9.45921,0.086,0.66,19,Morningstar US CEF Senior Loans,45,Eaton Vance Management,False,10.91,-0.09,12.08,2026-02-27T00:00:00,278279104,Eaton Vance Floating-Rate Income,2026-02-27,XEFTX,Fixed Income - Taxable-Senior Loans,35.28,289.967,,Monthly,0.50698,0.086,20.0,7.0927,,4.85,5.09,,496.063,True,False,False,False,False,False,,7.5,7.25,4.85,4.15,-1.97,-2.63,,,-9.73,1081020,,,,,,,11.89198,-6.00164,-1.35,-1.24,-1.1,2026-02-27T00:00:00,2004-06-29T00:00:00,6/29/2004,1088467200,2026-02-17T00:00:00
124,EVV,-0.0528,8.39193,8.86004,0.0728,6.92,16,Morningstar US CEF Limited Duration,44,Eaton Vance,False,9.86,-0.06,10.41,2026-02-27T00:00:00,27828H105,Eaton Vance Limited Duration Income,2026-02-27,XEVVX,Fixed Income - Taxable-Limited Duration,39.48,1145.766,,Monthly,0.31353000000000003,0.0728,20.0,6.6631,,0.0,3.97,,1998.846,True,False,False,False,False,False,,8.86,8.71,3.88,5.16,0.63,0.96,,,5.01,2721950,,,97.9783,,,,10.02571,-4.2016,-1.0,-0.43,-0.88,2026-02-27T00:00:00,2003-05-30T00:00:00,5/30/2003,1054252800,2026-02-13T00:00:00
125,EIM,-0.0678,5.66017,6.07171,0.0508,1.8599999999999999,21,Morningstar US CEF Municipal,45,Eaton Vance Management,False,10.04,0.02,10.77,2026-02-27T00:00:00,27827X101,Eaton Vance Municipal Bond,2026-02-27,XEIMX,Fixed Income - Municipal-Municipal,30.32,515.781,0.030000000000000002,Monthly,0.22839,0.0508,15.0,6.174,,10.4,2.88,,794.015,True,True,True,False,False,False,,3.5700000000000003,5.85,-0.58,-0.32,2.19,4.24,,,3.71,1633570,7.0,,102.9074,,,8.59,9.80596,-7.24367,0.38,0.85,0.29,2026-02-27T00:00:00,2002-08-30T00:00:00,8/30/2002,1030665600,2026-02-17T00:00:00
126,EVN,0.0060999999999999995,5.60656,5.57255,0.0513,3.29,21,Morningstar US CEF Municipal,44,Eaton Vance,False,11.047,0.02,10.98,2026-02-27T00:00:00,27826U108,Eaton Vance Municipal Income,2026-02-27,XEVNX,Fixed Income - Municipal-Municipal,31.31,440.42,0.045,Monthly,0.25568,0.0513,15.0,6.5449,,10.5,2.46,,637.292,True,True,True,False,False,False,,4.64,9.12,-0.17,1.55,2.73,3.64,,,8.93,819800,7.0,,100.9572,,,7.92,10.62935,-0.5558000000000001,0.44,-0.04,-0.44,2026-02-27T00:00:00,1999-01-29T00:00:00,1/29/1999,917568000,2026-02-13T00:00:00
127,EOT,-0.0574,4.43987,4.71034,0.0683,4.19,21,Morningstar US CEF Municipal,45,Eaton Vance Management,False,17.4,-0.03,18.46,2026-02-27T00:00:00,27829L105,Eaton Vance National Municipal Opprs Tr,2026-02-27,XEOTX,Fixed Income - Municipal-Municipal,12.25,271.874,0.099,Monthly,0.38689,0.0683,20.0,5.4959,,13.0,1.32,,328.719,True,True,True,False,False,False,,5.41,4.06,0.9,-0.11,2.81,3.7,,,5.95,452470,20.0,,96.6497,,,9.84,16.63526,-6.82119,0.74,0.01,0.49,2026-02-27T00:00:00,2009-05-27T00:00:00,5/27/2009,1243382400,2026-02-17T00:00:00
128,ETJ,-0.0739,8.24921,8.90764,0.06509999999999999,6.06,3,Morningstar US CEF Covered Call,45,Eaton Vance Management,True,8.77,0.0,9.47,2026-02-27T00:00:00,27829G106,Eaton Vance Risk-Mgd Divers Eq Inc,2026-02-27,XETJX,Equity-Covered-Call Funds,,590.237,,Monthly,-0.01834,0.06509999999999999,20.0,,,,1.12,,637.348,False,False,True,False,True,False,,14.51,13.56,7.68,5.45,-0.9400000000000001,0.92,,,7.09,1448390,,,,,,,8.79418,-8.03054,0.5700000000000001,2.06,1.47,2026-02-27T00:00:00,2007-07-31T00:00:00,7/31/2007,1185840000,2026-02-17T00:00:00
129,EFR,-0.1012,7.79089,8.66792,0.077,0.86,19,Morningstar US CEF Senior Loans,45,Eaton Vance Management,False,10.66,-0.09,11.86,2026-02-27T00:00:00,27828Q105,Eaton Vance Senior Floating Rate,2026-02-27,XEFRX,Fixed Income - Taxable-Senior Loans,34.68,314.722,,Monthly,0.50549,0.077,20.0,7.0701,,4.87,3.26,,536.077,True,False,False,False,False,False,,7.32,6.48,4.87,4.48,-2.03,-2.98,,,-9.91,1364700,,,,,,,11.58842,-6.54908,-1.37,-1.6400000000000001,-1.48,2026-02-27T00:00:00,2003-11-24T00:00:00,11/24/2003,1069632000,2026-02-17T00:00:00
130,EVF,-0.1007,8.26855,9.1945,0.039,1.02,19,Morningstar US CEF Senior Loans,45,Eaton Vance Management,False,5.09,-0.05,5.66,2026-02-27T00:00:00,27826S103,Eaton Vance Senior Income,2026-02-27,XEVFX,Fixed Income - Taxable-Senior Loans,37.09,92.487,,Monthly,0.22784000000000001,0.039,10.0,7.0924,,4.9,2.89,,163.472,True,False,False,False,False,False,,7.51,6.85,4.82,3.84,-1.77,-1.99,,,-9.52,903840,,,,,,,5.51497,-6.57523,-1.54,-2.1,-1.79,2026-02-27T00:00:00,1998-10-30T00:00:00,10/30/1998,909705600,2026-02-13T00:00:00
131,EVG,-0.0388,7.94709,8.26789,0.0751,8.91,16,Morningstar US CEF Limited Duration,45,Eaton Vance Management,True,10.9,-0.02,11.34,2026-02-27T00:00:00,27828V104,Eaton Vance Short Duration Divers Inc,2026-02-27,XEVGX,Fixed Income - Taxable-Limited Duration,16.43,146.68,,Monthly,0.31108,0.0751,20.0,5.7273,,,2.77,,182.601,True,False,False,False,True,False,,10.44,9.94,4.96,5.6,0.97,1.18,,,5.63,409040,,,97.5071,,,,11.01393,-2.33602,-1.19,-0.41000000000000003,-0.92,2026-02-27T00:00:00,2005-02-28T00:00:00,2/28/2005,1109548800,2026-02-17T00:00:00
132,ETG,-0.061500000000000006,6.32016,6.73438,0.1293,27.31,5,Morningstar US CEF Global Equity,45,Eaton Vance Management,False,23.04,-0.21,24.55,2026-02-27T00:00:00,27828S101,Eaton Vance Tax Adv Global Dividend Inc,2026-02-27,XETGX,Equity-Global Equity,16.49,1758.457,,Monthly,0.26314,0.1293,20.0,7.141,,,2.2800000000000002,,2243.703,True,True,False,False,False,False,,20.91,22.23,12.04,13.21,4.43,0.87,,,31.89,1150850,,,,,3.76,,20.89352,-5.5359,-0.44,-1.48,-1.1400000000000001,2026-02-27T00:00:00,2004-01-30T00:00:00,1/30/2004,1075420800,2026-02-17T00:00:00
133,EVT,-0.0784,6.91355,7.50171,0.1646,16.59,26,Morningstar US CEF US Allocation,45,Eaton Vance Management,True,26.33,-0.04,28.57,2026-02-27T00:00:00,27828G107,Eaton Vance Tax Advantaged Dividend Inc,2026-02-27,,Hybrid-U.S. Allocation,17.35,1962.711,,Monthly,0.14576,0.1646,20.0,7.1355,,,2.27,,2576.687,True,True,True,False,True,False,,14.02,13.12,10.14,9.96,6.19,5.91,,,19.3,1257760,,,,,4.98,,24.08125,-8.36214,0.77,0.9500000000000001,0.77,2026-02-27T00:00:00,2003-09-30T00:00:00,9/30/2003,1064880000,2026-02-17T00:00:00
